row_name,room,room_code,state,state_scope,locked_ev,locked_ev_status,locked_ev_source,practical_id,fixture,family,on,position_uu,position_status,position_source,colour_linear,colour_status,colour_source,intensity,intensity_units,intensity_status,intensity_source,red_reads,red_source,transition,sequence,sequence_status,source,note
CTL.CROSSING.D-CTL-1,CONTROL,CTL,CROSSING,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,D-CTL-1,wall monitors (mediated-corridor endpoints; individually killable from T3; dead sets stay dead until re-patched) + clock repeater,PHOSPHOR,ON (data),,OPEN,,,OPEN,,,,OPEN,,NO,on the path,none stated (runs inside the final break),,OPEN,"restoration-lighting-bible.md §STATES THE CROSSING; restoration-after-fire-chum.md §THE LAST CROSSING; Data/Doors.csv (MC-CONTROL, CONTROL-PATCH BAY, PATCH BAY-STUDIO A); restoration-room-inventory.md §10 Wall monitors, Clock repeater; restoration-room-inventory.md §GLOBAL Break-window clocks","his eye dark (the one time red abandons the player, stated in text); the sign-off's glow leaking under doors along the broadcast path MC -> CTL -> PB -> STA little door, 75 s; on the broadcast path (MC-CONTROL, CONTROL-PATCH BAY doors); data; the dead phosphor is where 'something crosses the reflection' (T2 startle 2)"
CTL.SIGNOFF_4C.P-CTL-1,CONTROL,CTL,SIGNOFF_4C,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,P-CTL-1,cold fluorescent (honest and unflattering),COOL_FLUORESCENT,OFF,,OPEN,"scripts/world_builder.gd 661 puts the reference lamp at (0, -2450, 260)",,OPEN,,,,OPEN,,NO,all lights to black,"CUT per room, in sequence",,OPEN,"restoration-lighting-bible.md §STATES 4c; restoration-casualty-ledger.md L2 ENDINGS; scripts/hud.gd 481-484; restoration-player-routing.md Day 1 spine; restoration-room-bible.md CONTROL 'Cold fluorescent, honest and unflattering'; restoration-lighting-bible.md §STATES 4c (room not on the Day 1 tour)","the reverse-tour blackout: every light in the building goes down room by room in reverse order of the Day 1 tour, entry last, then the tower light, then nothing, as rest; the reference's amber ctl_light contradicts this colour; canon wins"
CTL.SIGNOFF_4C.D-CTL-1,CONTROL,CTL,SIGNOFF_4C,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,D-CTL-1,wall monitors (mediated-corridor endpoints; individually killable from T3; dead sets stay dead until re-patched) + clock repeater,PHOSPHOR,OFF,,OPEN,,,OPEN,,,,OPEN,,NO,all lights to black,"CUT per room, in sequence",,OPEN,"restoration-lighting-bible.md §STATES 4c; restoration-casualty-ledger.md L2 ENDINGS; scripts/hud.gd 481-484; restoration-player-routing.md Day 1 spine; restoration-room-inventory.md §10 Wall monitors, Clock repeater; restoration-room-inventory.md §GLOBAL Break-window clocks; restoration-lighting-bible.md §STATES 4c (room not on the Day 1 tour)","the reverse-tour blackout: every light in the building goes down room by room in reverse order of the Day 1 tour, entry last, then the tower light, then nothing, as rest; data; the dead phosphor is where 'something crosses the reflection' (T2 startle 2)"
CTL.PATCH_CONTROL_LIVE.P-CTL-1,CONTROL,CTL,PATCH_CONTROL_LIVE,ROOM,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,P-CTL-1,cold fluorescent (honest and unflattering),COOL_FLUORESCENT,ON,,OPEN,"scripts/world_builder.gd 661 puts the reference lamp at (0, -2450, 260)",,OPEN,,,,OPEN,,OPEN,,CUT on re-route (E),,OPEN,"scripts/patchbay_console.gd 9, 74-79; restoration-room-bible.md CONTROL 'Cold fluorescent, honest and unflattering'","routing v0 default: CONTROL RUN live (control_rig powered), STAGE HALL dark; the reference's amber ctl_light contradicts this colour; canon wins"
CTL.PATCH_CONTROL_LIVE.D-CTL-1,CONTROL,CTL,PATCH_CONTROL_LIVE,ROOM,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,D-CTL-1,wall monitors (mediated-corridor endpoints; individually killable from T3; dead sets stay dead until re-patched) + clock repeater,PHOSPHOR,ON (powered),,OPEN,,,OPEN,,,,OPEN,,OPEN,,CUT on re-route (E),,OPEN,"scripts/patchbay_console.gd 9, 74-79; restoration-room-inventory.md §10 Wall monitors, Clock repeater; restoration-room-inventory.md §GLOBAL Break-window clocks","routing v0 default: CONTROL RUN live (control_rig powered), STAGE HALL dark; data; the dead phosphor is where 'something crosses the reflection' (T2 startle 2)"
CTL.PATCH_HALL_LIVE.P-CTL-1,CONTROL,CTL,PATCH_HALL_LIVE,ROOM,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,P-CTL-1,cold fluorescent (honest and unflattering),COOL_FLUORESCENT,OFF,,OPEN,"scripts/world_builder.gd 661 puts the reference lamp at (0, -2450, 260)",,OPEN,,,,OPEN,,NO,,CUT on re-route (E),,OPEN,"scripts/patchbay_console.gd 74-79; restoration-room-bible.md CONTROL 'Cold fluorescent, honest and unflattering'","routing v0: STAGE HALL live, CONTROL RUN dark; the control rig unpowered; the reference's amber ctl_light contradicts this colour; canon wins"
CTL.PATCH_HALL_LIVE.D-CTL-1,CONTROL,CTL,PATCH_HALL_LIVE,ROOM,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,D-CTL-1,wall monitors (mediated-corridor endpoints; individually killable from T3; dead sets stay dead until re-patched) + clock repeater,PHOSPHOR,OFF (unpowered),,OPEN,,,OPEN,,,,OPEN,,NO,,CUT on re-route (E),,OPEN,"scripts/patchbay_console.gd 74-79; restoration-room-inventory.md §10 Wall monitors, Clock repeater; restoration-room-inventory.md §GLOBAL Break-window clocks","routing v0: STAGE HALL live, CONTROL RUN dark; the control rig unpowered; data; the dead phosphor is where 'something crosses the reflection' (T2 startle 2)"
CTL.*.R-CTL-0,CONTROL,CTL,*,REFERENCE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,R-CTL-0,reference ctl_light — the patchbay's CONTROL RUN circuit,STAND-IN,STAND-IN (not a state; delete or recolour per note),"0,-2450,260",STAND-IN,scripts/world_builder.gd 661,"0.98,0.68,0.32",STAND-IN,scripts/world_builder.gd 662,1.9,Godot light_energy (range 8.0),STAND-IN,scripts/world_builder.gd 663-664,N/A,,,,OPEN,scripts/world_builder.gd 660-665; scripts/patchbay_console.gd 74-75,"amber in the reference vs 'cold fluorescent' in canon: keep the ROUTING, recolour"
CTL.*.G-CTL-0,CONTROL,CTL,*,REFERENCE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,G-CTL-0,greybox stand-in PointLight (delete at P3 when real practicals land),STAND-IN,STAND-IN (not a state; delete or recolour per note),"0,-2450,275",STAND-IN,"ue/pyscripts/build_greybox.py 124 (cx, cy, 275)","0.95,0.72,0.45",STAND-IN,ue/pyscripts/build_greybox.py 129; scripts/world_builder.gd 165,9.0,cd (UE) / 0.5 Godot light_energy,STAND-IN,ue/pyscripts/build_greybox.py 126-128; scripts/world_builder.gd 166,N/A,,,,OPEN,"ue/pyscripts/build_greybox.py 122-130 (PointLight at (cx, cy, 275), no shadows, attenuation 0.75 x max(w,d) x 100); SkyLight 0.12 at 176-177","one dim practical per room, 'Merle keeps the lights on. Barely.' [scripts/world_builder.gd 161-170]; not canon"
MC.DAY_ON_AIR.D-MC-1,MASTER CONTROL,MC,DAY_ON_AIR,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,D-MC-1,THE MONITOR WALL (program/preview; phosphor dominant),PHOSPHOR,ON (data),,OPEN,,,OPEN,,,,OPEN,,OPEN,the ON AIR master if lamped; the wall's tally-test button is worn bare [restoration-ambient-lore-ledger.md MASTER CONTROL],"CUT with the schedule (ON AIR 50.0 s, Data/Timings.csv broadcast.gd)",,OPEN,"restoration-lighting-bible.md §STATES DAY, ON AIR; §UE5 TECHNICALS transitions CUT; restoration-room-bible.md MASTER CONTROL 'Monitor wall glow, phosphor dominant'; restoration-room-inventory.md §11 Monitor wall","full practicals plus every tally lit; the safest the world ever looks; OPEN C18-B: the room bible makes phosphor the dominant glow while the lighting bible says phosphor 'illuminates data, never rooms' — whether the wall may key the room is unruled; the bible is the later, named canon [AAA_BUILD_PLAN.md §1 Lighting law]"
MC.DAY_ON_AIR.P-MC-1,MASTER CONTROL,MC,DAY_ON_AIR,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,P-MC-1,room practical (unnamed in canon),OPEN,ON,,OPEN,,,OPEN,,,,OPEN,,OPEN,the ON AIR master if lamped; the wall's tally-test button is worn bare [restoration-ambient-lore-ledger.md MASTER CONTROL],"CUT with the schedule (ON AIR 50.0 s, Data/Timings.csv broadcast.gd)",,OPEN,"restoration-lighting-bible.md §STATES DAY, ON AIR; §UE5 TECHNICALS transitions CUT; restoration-room-bible.md MASTER CONTROL",full practicals plus every tally lit; the safest the world ever looks; OPEN: no fixture family stated beyond the wall's glow
MC.DAY_ON_AIR.S-MC-1,MASTER CONTROL,MC,DAY_ON_AIR,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,S-MC-1,ON AIR master (inspect only; the one switch the player may never throw),RED_SIGN,ON (if lamped),,OPEN,,,OPEN,,,,OPEN,,OPEN,the ON AIR master if lamped; the wall's tally-test button is worn bare [restoration-ambient-lore-ledger.md MASTER CONTROL],"CUT with the schedule (ON AIR 50.0 s, Data/Timings.csv broadcast.gd)",,OPEN,"restoration-lighting-bible.md §STATES DAY, ON AIR; §UE5 TECHNICALS transitions CUT; restoration-room-inventory.md §11 ON AIR master 'never · inspect only'",full practicals plus every tally lit; the safest the world ever looks; whether it carries a lamp is OPEN
MC.DAY_ON_AIR.X-MC-1,MASTER CONTROL,MC,DAY_ON_AIR,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,X-MC-1,the glass window to Studio A (direct sight; the mediation lesson),GLASS,N/A,,OPEN,,,OPEN,,,,OPEN,,OPEN,the ON AIR master if lamped; the wall's tally-test button is worn bare [restoration-ambient-lore-ledger.md MASTER CONTROL],"CUT with the schedule (ON AIR 50.0 s, Data/Timings.csv broadcast.gd)",,OPEN,"restoration-lighting-bible.md §STATES DAY, ON AIR; §UE5 TECHNICALS transitions CUT; restoration-room-inventory.md §11 Glass window to Studio A; restoration-walkthrough-levels-endings.md line 66",full practicals plus every tally lit; the safest the world ever looks; borrowed studio light both ways
MC.BREAK.D-MC-1,MASTER CONTROL,MC,BREAK,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,D-MC-1,THE MONITOR WALL (program/preview; phosphor dominant),PHOSPHOR,ON (data),,OPEN,,,OPEN,,,,OPEN,,NO,,"CUT at the 50 s flip (BREAK 18.0 s, Data/Timings.csv broadcast.gd)",,OPEN,"restoration-lighting-bible.md §STATES BREAK; restoration-room-bible.md MASTER CONTROL 'Monitor wall glow, phosphor dominant'; restoration-room-inventory.md §11 Monitor wall","the tallys die together; red drains from the world on the cue; BREAK IS VISIBLY LESS SAFE; Harriet freezes inside the colour change; OPEN C18-B: the room bible makes phosphor the dominant glow while the lighting bible says phosphor 'illuminates data, never rooms' — whether the wall may key the room is unruled; the bible is the later, named canon [AAA_BUILD_PLAN.md §1 Lighting law]"
MC.BREAK.P-MC-1,MASTER CONTROL,MC,BREAK,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,P-MC-1,room practical (unnamed in canon),OPEN,ON,,OPEN,,,OPEN,,,,OPEN,,NO,,"CUT at the 50 s flip (BREAK 18.0 s, Data/Timings.csv broadcast.gd)",,OPEN,restoration-lighting-bible.md §STATES BREAK; restoration-room-bible.md MASTER CONTROL,the tallys die together; red drains from the world on the cue; BREAK IS VISIBLY LESS SAFE; Harriet freezes inside the colour change; OPEN: no fixture family stated beyond the wall's glow
MC.BREAK.S-MC-1,MASTER CONTROL,MC,BREAK,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,S-MC-1,ON AIR master (inspect only; the one switch the player may never throw),RED_SIGN,OFF (if lamped),,OPEN,,,OPEN,,,,OPEN,,NO,,"CUT at the 50 s flip (BREAK 18.0 s, Data/Timings.csv broadcast.gd)",,OPEN,restoration-lighting-bible.md §STATES BREAK; restoration-room-inventory.md §11 ON AIR master 'never · inspect only',the tallys die together; red drains from the world on the cue; BREAK IS VISIBLY LESS SAFE; Harriet freezes inside the colour change; whether it carries a lamp is OPEN
MC.BREAK.X-MC-1,MASTER CONTROL,MC,BREAK,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,X-MC-1,the glass window to Studio A (direct sight; the mediation lesson),GLASS,N/A,,OPEN,,,OPEN,,,,OPEN,,NO,,"CUT at the 50 s flip (BREAK 18.0 s, Data/Timings.csv broadcast.gd)",,OPEN,restoration-lighting-bible.md §STATES BREAK; restoration-room-inventory.md §11 Glass window to Studio A; restoration-walkthrough-levels-endings.md line 66,the tallys die together; red drains from the world on the cue; BREAK IS VISIBLY LESS SAFE; Harriet freezes inside the colour change; borrowed studio light both ways
MC.NIGHT.D-MC-1,MASTER CONTROL,MC,NIGHT,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,D-MC-1,THE MONITOR WALL (program/preview; phosphor dominant),PHOSPHOR,ON (phosphor spill is a NIGHT source),,OPEN,,,OPEN,,,,OPEN,,OPEN,,CUT on the night flip (GameState.night_changed),,OPEN,"restoration-lighting-bible.md §STATES NIGHT; scripts/world_builder.gd 700-709 (reference flips on night_changed); restoration-room-bible.md MASTER CONTROL 'Monitor wall glow, phosphor dominant'; restoration-room-inventory.md §11 Monitor wall","practicals off; exit signage, standby LEDs, phosphor spill, moonless windows; navigation by learned geography plus the grammar; OPEN C18-B: the room bible makes phosphor the dominant glow while the lighting bible says phosphor 'illuminates data, never rooms' — whether the wall may key the room is unruled; the bible is the later, named canon [AAA_BUILD_PLAN.md §1 Lighting law]"
MC.NIGHT.P-MC-1,MASTER CONTROL,MC,NIGHT,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,P-MC-1,room practical (unnamed in canon),OPEN,OFF,,OPEN,,,OPEN,,,,OPEN,,OPEN,,CUT on the night flip (GameState.night_changed),,OPEN,restoration-lighting-bible.md §STATES NIGHT; scripts/world_builder.gd 700-709 (reference flips on night_changed); restoration-room-bible.md MASTER CONTROL,"practicals off; exit signage, standby LEDs, phosphor spill, moonless windows; navigation by learned geography plus the grammar; OPEN: no fixture family stated beyond the wall's glow"
MC.NIGHT.S-MC-1,MASTER CONTROL,MC,NIGHT,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,S-MC-1,ON AIR master (inspect only; the one switch the player may never throw),RED_SIGN,OPEN,,OPEN,,,OPEN,,,,OPEN,,OPEN,,CUT on the night flip (GameState.night_changed),,OPEN,restoration-lighting-bible.md §STATES NIGHT; scripts/world_builder.gd 700-709 (reference flips on night_changed); restoration-room-inventory.md §11 ON AIR master 'never · inspect only',"practicals off; exit signage, standby LEDs, phosphor spill, moonless windows; navigation by learned geography plus the grammar; whether it carries a lamp is OPEN"
MC.NIGHT.X-MC-1,MASTER CONTROL,MC,NIGHT,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,X-MC-1,the glass window to Studio A (direct sight; the mediation lesson),GLASS,N/A,,OPEN,,,OPEN,,,,OPEN,,OPEN,,CUT on the night flip (GameState.night_changed),,OPEN,restoration-lighting-bible.md §STATES NIGHT; scripts/world_builder.gd 700-709 (reference flips on night_changed); restoration-room-inventory.md §11 Glass window to Studio A; restoration-walkthrough-levels-endings.md line 66,"practicals off; exit signage, standby LEDs, phosphor spill, moonless windows; navigation by learned geography plus the grammar; borrowed studio light both ways"
MC.CASCADE_1_C.D-MC-1,MASTER CONTROL,MC,CASCADE_1_C,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,D-MC-1,THE MONITOR WALL (program/preview; phosphor dominant),PHOSPHOR,"OPEN (reference kills monitor rigs by index, none stamped)",,OPEN,,,OPEN,,,,OPEN,,OPEN,zone membership unknown,CUT at cascade start; relights in panel order (B before C),,OPEN,"restoration-lighting-bible.md §STATES CASCADE; scripts/cascade.gd 21-24; restoration-room-bible.md MASTER CONTROL 'Monitor wall glow, phosphor dominant'; restoration-room-inventory.md §11 Monitor wall","stage 1: circuit C's zone dies ('the stage end of the building drops dark'); OPEN C18-B: the room bible makes phosphor the dominant glow while the lighting bible says phosphor 'illuminates data, never rooms' — whether the wall may key the room is unruled; the bible is the later, named canon [AAA_BUILD_PLAN.md §1 Lighting law]"
MC.CASCADE_1_C.P-MC-1,MASTER CONTROL,MC,CASCADE_1_C,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,P-MC-1,room practical (unnamed in canon),OPEN,OPEN (zone C membership not in canon),,OPEN,,,OPEN,,,,OPEN,,OPEN,zone membership unknown,CUT at cascade start; relights in panel order (B before C),,OPEN,restoration-lighting-bible.md §STATES CASCADE; scripts/cascade.gd 21-24; restoration-room-bible.md MASTER CONTROL,stage 1: circuit C's zone dies ('the stage end of the building drops dark'); OPEN: no fixture family stated beyond the wall's glow
MC.CASCADE_1_C.S-MC-1,MASTER CONTROL,MC,CASCADE_1_C,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,S-MC-1,ON AIR master (inspect only; the one switch the player may never throw),RED_SIGN,OPEN,,OPEN,,,OPEN,,,,OPEN,,OPEN,zone membership unknown,CUT at cascade start; relights in panel order (B before C),,OPEN,restoration-lighting-bible.md §STATES CASCADE; scripts/cascade.gd 21-24; restoration-room-inventory.md §11 ON AIR master 'never · inspect only',stage 1: circuit C's zone dies ('the stage end of the building drops dark'); whether it carries a lamp is OPEN
MC.CASCADE_1_C.X-MC-1,MASTER CONTROL,MC,CASCADE_1_C,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,X-MC-1,the glass window to Studio A (direct sight; the mediation lesson),GLASS,N/A,,OPEN,,,OPEN,,,,OPEN,,OPEN,zone membership unknown,CUT at cascade start; relights in panel order (B before C),,OPEN,restoration-lighting-bible.md §STATES CASCADE; scripts/cascade.gd 21-24; restoration-room-inventory.md §11 Glass window to Studio A; restoration-walkthrough-levels-endings.md line 66,stage 1: circuit C's zone dies ('the stage end of the building drops dark'); borrowed studio light both ways
